Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Modality_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Finger Tapping Task,subject017,8,8.4,2,3.9,2.7,4.9,6.6,4,4.9,7.7,6.4,4.3,6,3.3,6.3,-0.090963611,-0.241336271,-0.170440706,0.32781732,0.297962577,0.766738498,-0.304243528
Finger Tapping Task,subject018,13,3.7,2.3,2.8,8.3,2,6.1,3.8,2.3,3,3.1,4.5,5.8,6.2,7.5,-0.090963611,-0.241336271,-0.170440706,-0.504868731,0.11759604,-0.538906804,1.699825044
Finger Tapping Task,subject018,13,2,2.9,2.4,5.8,3.9,2.3,3.3,1.8,2.8,3.8,3,7.9,3.3,5.4,-0.090963611,-0.241336271,-0.170440706,-0.181127658,-0.727921189,-0.670089004,0.62794574
Finger Tapping Task,subject019,6,6.8,9,2,9.9,9.8,9,7.4,2.5,3,3.4,1,3,4,8,-0.090963611,-0.241336271,-0.170440706,0.310766899,0.688015564,-1.47870297,1.086485754
Finger Tapping Task,subject019,12,10,3.5,2,9,8.7,10,9.3,9,3,1.1,4.3,4.7,5.8,8.2,-0.090963611,-0.241336271,-0.170440706,-0.254733131,1.999160799,-0.686467652,1.334346084
Finger Tapping Task,subject020,-13,2.8,3.6,6,2.4,3.5,4.8,3,2.2,8.1,1.4,2.3,5.5,9,2.5,-0.090963611,-0.241336271,-0.170440706,-0.325337947,-0.049069622,0.048867642,-0.162130277
Finger Tapping Task,subject020,-10,2.6,8.4,10,2.3,4.7,3,7.8,8,3,1.3,7.6,10,4.3,6.5,-0.090963611,-0.241336271,-0.170440706,-0.115631888,1.516579311,0.780182627,-1.532836299
Finger Tapping Task,subject021,13,9,6.8,6.7,3.9,6.7,9.7,2.9,5.5,3.4,8.2,8.7,8,6.9,7.3,-0.090963611,-0.241336271,-0.170440706,0.652763421,1.735861253,0.266181958,-0.549745529
Finger Tapping Task,subject021,11,8.6,7.1,7.3,3.3,3,6.7,7.4,5.8,3.9,6.3,7.9,4.2,7,6.4,-0.090963611,-0.241336271,-0.170440706,-0.082491347,1.841042876,1.023924852,-0.90846521
Finger Tapping Task,subject022,-9,10,3.2,3.2,10,2.5,10,10,1.7,3.8,7,8.5,9,10,6.9,-0.090963611,-0.241336271,-0.170440706,0.22036189,1.584063397,0.186773223,2.224370878
Finger Tapping Task,subject022,-13,10,1,1,8.7,1,10,7.8,1.9,4.1,5.5,8.1,10,10,3.1,-0.090963611,-0.241336271,-0.170440706,-0.296013771,1.325301163,-0.154429892,2.388937113
Finger Tapping Task,subject023,8,7,8,4,6,6,6,9,3,9,7,6,4,7,5,-0.090963611,-0.241336271,-0.170440706,0.576006622,0.994241679,0.268637326,-0.026627894
Finger Tapping Task,subject023,10,4,10,10,4.6,7.9,2.5,9.4,8.4,2,3.6,10,6.3,3.7,6.6,-0.090963611,-0.241336271,-0.170440706,-0.003250461,2.054464531,0.828235864,-1.584424279
Finger Tapping Task,subject024,-5,7.9,1,8.8,10,2.1,6.1,1.9,2.6,8.2,2,10,5.2,6.8,8.2,-0.090963611,-0.241336271,-0.170440706,-0.278034836,0.614212172,1.406209056,2.236194608
Finger Tapping Task,subject024,-12,8.2,8.3,6.5,10,2.9,7.7,8.4,3.7,8,5.5,9.1,6.1,8.1,2.9,-0.090963611,-0.241336271,-0.170440706,-0.016295039,1.746558274,0.729404575,1.374613462
Finger Tapping Task,subject025,5,2.4,2,2.7,3.6,3.6,3.9,6.5,6.9,1.9,2,3.6,3.9,6,3.7,-0.090963611,-0.241336271,-0.170440706,-1.096306825,0.756671493,-0.372886454,-0.229139741
Finger Tapping Task,subject025,-5,8.4,6.8,2.2,3.1,10,10,2.9,8.9,3.9,8.7,1,4.3,1,7.3,-0.090963611,-0.241336271,-0.170440706,0.63514406,0.979611927,-0.58885416,-1.119545673
Finger Tapping Task,subject026,11,3,2,2,2,3,1.8,3,1,3.4,2,1,4,1,2.6,-0.090963611,-0.241336271,-0.170440706,-0.82831476,-1.046380823,-0.263518933,-0.459613402
Finger Tapping Task,subject026,11,6.6,3,2,2.8,2,7,6.8,5.8,2,2,4,5.6,3.6,3,-0.090963611,-0.241336271,-0.170440706,-1.061165675,1.022666374,-0.103295631,-0.226193357
Finger Tapping Task,subject027,15,5,3.3,8.6,9.3,5.5,8.2,7.2,3,9,9.7,7.8,5.3,3.9,9.4,-0.090963611,-0.241336271,-0.170440706,0.660397896,0.720132909,1.775310035,1.125800597
Finger Tapping Task,subject027,-15,9.1,1,2.5,4,5,8.8,9.4,5.4,7,9.9,1.1,5.5,4.8,9,-0.090963611,-0.241336271,-0.170440706,0.702806503,0.547843118,0.84429229,0.08875768
Finger Tapping Task,subject028,-5,4,6,2,10,3,8,9,2,2,2,3,3,2,8,-0.090963611,-0.241336271,-0.170440706,-0.772072015,0.567193506,-0.640662754,1.586522215
Finger Tapping Task,subject028,10,4,9,10,7,6,8,2,8,8,2,6,10,8,4,-0.090963611,-0.241336271,-0.170440706,0.227912557,1.507267721,0.161801182,0.405616591
Finger Tapping Task,subject029,8,9.9,1.2,2,3,3.6,3,1.8,1.5,8,8,4,9.7,8,9,-0.090963611,-0.241336271,-0.170440706,1.322779506,-0.734943225,0.078012208,0.387671669
Finger Tapping Task,subject029,-7,5,2.5,6,1,1.5,1.3,3,2.3,7.8,8,3,7.9,1,6.3,-0.090963611,-0.241336271,-0.170440706,0.500790489,-1.036347821,1.469431159,-0.959257362
Finger Tapping Task,subject030,6,10,8.7,1.5,1.5,10,10,1,1.6,5.2,10,7.9,8.8,10,10,-0.090963611,-0.241336271,-0.170440706,1.927880911,1.056175352,-1.441980852,-0.980707031
Finger Tapping Task,subject030,-8,8,9,3.9,3,9,9.2,1.6,8.5,3,3,6,6,2,9,-0.090963611,-0.241336271,-0.170440706,0.330871715,1.564664438,-0.873421053,-1.09831081
Finger Tapping Task,subject031,-10,8.8,1,10,10,1,1,10,3.2,1.7,1.7,10,8.8,7.7,1.8,-0.090963611,-0.241336271,-0.170440706,-0.943822719,1.150542554,1.890004798,1.75494097
Finger Tapping Task,subject031,8,1.2,1,10,10,1,1.1,10,7.1,2.9,1.5,9.2,8.7,2.1,1.7,-0.090963611,-0.241336271,-0.170440706,-1.454906422,1.008131435,1.970150666,1.340822642
Easy Math Task,subject001,5,1.7,7.6,2.2,3.8,2,8.7,7.9,8,6.8,4,3.5,1.8,5,7.6,-0.124954138,0.332221971,-0.020870498,-0.571308602,1.433694391,-0.336138139,-0.519284575
Easy Math Task,subject001,-5,10,3,2,5.1,2,9,3,3.9,8.8,9,2.1,7.2,6.6,3.1,-0.124954138,0.332221971,-0.020870498,0.398264712,0.257592887,0.30447521,0.872840071
Easy Math Task,subject002,-6,10,1.4,7.3,10,6.8,3.4,1.6,3,8.5,6.6,6.8,7.9,6,10,-0.124954138,0.332221971,-0.020870498,1.15397983,-0.231048038,0.990663541,1.8861042
Easy Math Task,subject002,-14,9.5,3.4,8,10,7.1,2.5,1.9,1,8.7,7.1,8.4,10,3,6.4,-0.124954138,0.332221971,-0.020870498,1.163817825,-0.426971908,1.228140588,1.600938992
Easy Math Task,subject003,5,8.5,1,10,1,1.7,1.1,10,1,10,8.6,1.7,5.5,1,10,-0.124954138,0.332221971,-0.020870498,0.898272588,-0.878762457,3.349155368,-1.159672278
Easy Math Task,subject003,-13,8.2,7,5.8,1,1,1.8,5.7,1,4.8,4.4,7.8,6,7.9,4.2,-0.124954138,0.332221971,-0.020870498,0.021591661,0.580870742,0.650720692,-1.153970321
Easy Math Task,subject004,-10,6.5,1.9,8,10,2,2,9.8,1.6,8.8,9.5,3.3,5.4,2,9.1,-0.124954138,0.332221971,-0.020870498,0.622469086,-0.610601571,2.347778905,1.460663715
Easy Math Task,subject004,-15,7.5,2.5,8.4,10,1.7,2,10,2.9,10,8.8,2.4,5.3,1.8,9.1,-0.124954138,0.332221971,-0.020870498,0.655505422,-0.514892336,2.514815479,1.43060529
Easy Math Task,subject005,8,10,1,10,8.8,10,1,1,1,10,8.7,1,10,1,10,-0.124954138,0.332221971,-0.020870498,2.038220316,-1.798717244,1.751439263,1.220218963
Easy Math Task,subject005,-12,10,1,10,10,10,1,1,1,10,9,1,8.2,1,10,-0.124954138,0.332221971,-0.020870498,1.899551712,-1.770809023,1.787184564,1.488982611
Easy Math Task,subject006,-10,8,1,1,9,1,9,1.8,1,4,1,4,2.5,9,1,-0.124954138,0.332221971,-0.020870498,-1.351743576,0.460734056,-0.823396955,2.519482744
Easy Math Task,subject006,-9,7.7,1,1,5.3,1,4.9,1,1,3,1,1,4.1,1,1,-0.124954138,0.332221971,-0.020870498,-1.225068787,-0.773958425,-0.328187098,1.0741745
Easy Math Task,subject007,12,9.1,2.5,6.8,1,6.6,6.4,6.2,4.1,3.7,2.9,3.5,7.5,1.8,10,-0.124954138,0.332221971,-0.020870498,0.380759506,0.431975045,0.947217595,-1.03402769
Easy Math Task,subject007,5,6.6,7,5.5,2,7.8,9.7,7,6.7,3,4,6.8,5.7,5,10,-0.124954138,0.332221971,-0.020870498,0.270360657,1.909018536,-0.06547074,-1.279048281
Easy Math Task,subject008,-6,9,1,7.1,9.6,8,1,1,5.5,9,7,6.8,7.5,1,6,-0.124954138,0.332221971,-0.020870498,0.788545723,-0.473716867,1.375032324,1.32892897
Easy Math Task,subject008,-13,7,5.5,6.2,7.2,5.3,3.8,10,6.1,6.4,7,5.7,7.3,7.2,5.7,-0.124954138,0.332221971,-0.020870498,0.491940002,1.098527101,0.829764336,0.330365832
Easy Math Task,subject009,7,1,1,10,5,1,3,1.6,2,10,10,1,6.3,1,10,-0.124954138,0.332221971,-0.020870498,0.657291101,-1.523350169,2.268405502,0.229314649
Easy Math Task,subject009,10,3.9,1,10,5.3,1,1.6,1.3,7,10,10,1,5.6,1,10,-0.124954138,0.332221971,-0.020870498,0.598415677,-0.986895316,2.500763179,0.079971536
Easy Math Task,subject010,-7,8.7,1.4,10,5.3,1.3,1,10,1,5.1,6,1,7,1.4,10,-0.124954138,0.332221971,-0.020870498,0.428074164,-0.748613509,2.59862818,0.189380447
Easy Math Task,subject010,14,10,2.2,10,5.4,1.6,1,10,1,10,10,1,6,1.7,10,-0.124954138,0.332221971,-0.020870498,1.148445401,-0.928907205,3.192203841,0.074829875
Easy Math Task,subject011,-11,5.4,1.7,9.8,8,3,2.8,1.7,3.6,9.2,6.9,1.4,8.7,2.4,7,-0.124954138,0.332221971,-0.020870498,0.612877287,-1.012855039,1.801005759,1.209331344
Easy Math Task,subject011,11,7.3,2.8,8.9,7.5,2.1,2.7,3,3.9,6.8,6,3.8,7.5,7,9.9,-0.124954138,0.332221971,-0.020870498,0.613304281,-0.195971323,1.286577111,1.080564078
Easy Math Task,subject012,-13,10,1,9.8,9.1,6.5,1,1,1,9,9,1,8,1.8,10,-0.124954138,0.332221971,-0.020870498,1.550252846,-1.672760114,1.916713208,1.409526988
Easy Math Task,subject012,-8,9.3,1,9.9,7,7.2,1.3,1,1,9.5,9,1,10,1,9.9,-0.124954138,0.332221971,-0.020870498,1.767900588,-1.744456875,1.943735767,0.808719168
Easy Math Task,subject013,8,2.8,6.8,2,6.3,5.5,3.7,7.7,3.3,3.1,8,2.3,5.8,6.6,4.8,-0.124954138,0.332221971,-0.020870498,0.279339928,0.225517467,-0.828477304,0.077908651
Easy Math Task,subject013,9,6.9,5.5,4.8,6.3,3.8,3.1,4.3,4.2,4.3,6,5,7,6,6.9,-0.124954138,0.332221971,-0.020870498,0.351933216,0.302259301,0.08805476,0.375326185
Easy Math Task,subject014,7,6.9,1,10,1,8.9,1,9.1,2,9.3,9,9.2,5.8,3.3,10,-0.124954138,0.332221971,-0.020870498,1.295275306,0.103726437,2.68952146,-1.679233417
Easy Math Task,subject014,6,7,1,9.5,2,9.4,1,9.4,2.5,6.1,8.8,8.1,6.1,3.5,8.5,-0.124954138,0.332221971,-0.020870498,1.001535061,0.230748261,2.256067539,-1.462251972
Easy Math Task,subject015,-9,2.8,2.8,1,10,1,6.7,4,4.6,1,1,3,5.1,5.5,7,-0.124954138,0.332221971,-0.020870498,-1.10874251,0.375749511,-1.23214548,2.229465354
Easy Math Task,subject015,-6,8.1,4,1,10,1,8.6,8.7,10,1,1,7.3,1.3,10,8,-0.124954138,0.332221971,-0.020870498,-1.355193556,2.601854248,-0.773765617,1.839554143
Easy Math Task,subject016,11,7.8,1.1,8.9,8.3,1,2.7,2.7,1.4,8.6,2,1.7,2.4,1,10,-0.124954138,0.332221971,-0.020870498,-0.180252598,-1.04099247,1.898028138,1.503395615
Easy Math Task,subject016,9,3.1,2.9,2.2,9,2.2,2.9,9,2.3,2.8,2.4,2.1,10,2,7.7,-0.124954138,0.332221971,-0.020870498,-0.173617899,-0.472231345,-0.325718139,1.694825178
Easy Math Task,subject017,12,7.8,8,2,2.6,2,7.6,2,4,4,4.9,6.5,7.4,7.4,6,-0.124954138,0.332221971,-0.020870498,0.127474246,1.038326079,-0.846948173,-0.380453956
Easy Math Task,subject017,-8,5.1,6.9,3.3,4.9,6.3,6.8,4.7,4.7,5.7,3.3,5.2,7.2,6.9,6.4,-0.124954138,0.332221971,-0.020870498,0.297031339,0.882707962,-0.793383871,0.053524794
Easy Math Task,subject018,8,5,7,3.5,8,4,3,5,3,5,7,5,8,6,4,-0.124954138,0.332221971,-0.020870498,0.363742937,0.152090701,-0.358977162,0.800225401
Easy Math Task,subject018,6,4.1,5.1,3.3,9.1,4.7,4.7,3.3,2.2,5.4,6,4,8,6.1,7.9,-0.124954138,0.332221971,-0.020870498,0.556654958,-0.219301743,-0.64422038,1.518669902
Easy Math Task,subject019,14,10,2.2,3.9,8.6,3,4.8,1,7.5,7,5,8.2,3.8,7.9,4,-0.124954138,0.332221971,-0.020870498,-0.347417337,1.025256978,0.375936133,1.513932645
Easy Math Task,subject019,-12,5,8.3,5.3,8,2.4,8.5,2,6.3,7,2.7,8.9,3.7,8.1,6.9,-0.124954138,0.332221971,-0.020870498,-0.378402281,1.665850401,-0.304440042,0.944174459
Easy Math Task,subject020,-12,6.9,7,4.1,10,10,9,7.7,1,1,1.1,1,7.9,8.8,10,-0.124954138,0.332221971,-0.020870498,0.626655374,0.682484504,-1.666035766,1.678139268
Easy Math Task,subject020,-7,8.6,2,2.4,2.9,4,9,8,1,7.5,6.1,1,8.6,8.1,7.7,-0.124954138,0.332221971,-0.020870498,0.769832618,0.134273636,0.1115734,0.381581089
Easy Math Task,subject021,-5,7.2,6.9,7.2,3.1,6.4,7,2.1,3.2,2.8,7,7.1,6.7,7.4,7.3,-0.124954138,0.332221971,-0.020870498,0.555742551,1.009168211,0.092109916,-0.802942958
Easy Math Task,subject021,-15,8.6,7.2,6.6,6.5,6.7,7.3,3.1,6,3.2,6.8,7.9,7,7.2,7.7,-0.124954138,0.332221971,-0.020870498,0.54151908,1.496715814,0.025058089,0.113706931
Easy Math Task,subject022,15,7,2.8,2.4,5,2,3.1,7.3,8.2,9.1,1.7,7.8,10,10,3.7,-0.124954138,0.332221971,-0.020870498,-0.0611326,1.20224099,0.0687091,0.7413404
Easy Math Task,subject022,-15,8.9,8.3,1.1,8.6,1.8,4.5,8.4,1.8,9,2.7,10,7.7,10,2.1,-0.124954138,0.332221971,-0.020870498,0.080255684,1.229625055,-0.52312606,1.517996459
Easy Math Task,subject023,-14,1.1,6.5,1,3.8,3.7,6.4,1,1.6,1,6.3,5.7,6.3,4.7,2,-0.124954138,0.332221971,-0.020870498,-0.514807548,0.236856217,-1.419204522,-0.254951155
Easy Math Task,subject023,-6,2.3,4.6,4.6,7.2,6.1,6.2,4.3,5.7,4.8,4.2,6.6,6.7,3,1.5,-0.124954138,0.332221971,-0.020870498,-0.560784831,0.811591868,-0.093816581,0.525738006
Easy Math Task,subject024,-11,10,1,10,10,1.9,1,9.3,1.1,10,10,1,5.3,1,10,-0.124954138,0.332221971,-0.020870498,0.983369369,-1.114102798,3.167394036,1.516216993
Easy Math Task,subject024,8,9.7,1,9.5,10,1,1,10,8.4,10,9.9,1,5.2,1,10,-0.124954138,0.332221971,-0.020870498,0.629708759,-0.172773607,3.234862944,1.26570124
Easy Math Task,subject025,-5,7.3,2.5,3.5,4.1,3.9,8,3,2.8,3.7,4,3.8,6.9,3.9,6.9,-0.124954138,0.332221971,-0.020870498,-0.095370055,0.255220554,-0.056990827,0.368955997
Easy Math Task,subject025,-9,6.7,8.3,4.4,4.3,7,7.2,3.3,7,2.3,7.2,4.3,5.1,2.8,4.3,-0.124954138,0.332221971,-0.020870498,0.064027272,1.13962762,-0.327290809,-0.87347335
Easy Math Task,subject026,-14,4.8,1,10,3.4,6,1,8,1,9.4,8,2.6,6.2,8,10,-0.124954138,0.332221971,-0.020870498,1.223250544,-0.662055934,1.971941562,-0.410998166
Easy Math Task,subject026,-15,8,2.8,10,1,4,2.4,2,4,10,7.2,3.4,7.6,3,10,-0.124954138,0.332221971,-0.020870498,1.147222848,-0.581350958,2.154881255,-1.10215513
Easy Math Task,subject027,7,7.2,4.1,7.1,10,7,7.2,6.1,5,8.1,10,8.5,6.3,2,9.4,-0.124954138,0.332221971,-0.020870498,0.870403361,0.813987503,1.410381836,1.12558336
Easy Math Task,subject027,9,8.6,5.1,7,10,6.6,8.5,1.9,5.4,6.2,9.6,6.4,5,8.6,9.1,-0.124954138,0.332221971,-0.020870498,0.840299592,1.062429143,0.387070356,1.408856692
Easy Math Task,subject028,-11,8,6,10,6,10,4,3,9,9,5,8,9,9,8,-0.124954138,0.332221971,-0.020870498,1.240585085,1.325650425,0.78605682,-0.141258434
Easy Math Task,subject028,-7,9,4,6,4,3,10,6,6,10,4,9,8,6,5,-0.124954138,0.332221971,-0.020870498,0.051097441,1.692926276,1.198603434,0.215799846
Easy Math Task,subject029,-12,10,8,10,5,2,5.7,3,1,9,6.6,1.7,5.4,1.6,3,-0.124954138,0.332221971,-0.020870498,0.357928456,-0.221586375,1.880595929,-0.162557569
Easy Math Task,subject029,6,8.5,1.5,9,5.4,1.1,5,1.5,2.3,9.8,6.7,8.5,7.8,2.9,6.5,-0.124954138,0.332221971,-0.020870498,0.3137068,-0.034799275,2.259485074,0.66220503
Easy Math Task,subject030,6,8.4,10,1,8.8,10,7.2,1,9.9,5,8.6,8,2.3,8.6,10,-0.124954138,0.332221971,-0.020870498,0.956131158,1.839042447,-1.669369726,0.368282786
Easy Math Task,subject030,12,10,10,2.5,4.4,10,10,1,9.1,4.1,6.8,10,4.4,10,10,-0.124954138,0.332221971,-0.020870498,0.936901482,2.5103547,-1.446003967,-0.699388887
Easy Math Task,subject031,-6,8.4,1,9.4,3.9,6.3,1.6,9.5,1.2,7.1,8.6,1.1,6.6,1.2,7.6,-0.124954138,0.332221971,-0.020870498,0.933476477,-0.783767588,2.474704778,-0.517287858
Easy Math Task,subject031,12,9.1,1,10,3.1,1.4,1.7,10,1.4,5.1,7.3,1.6,7.6,1,9.4,-0.124954138,0.332221971,-0.020870498,0.504256499,-0.582420804,2.841414044,-0.486182904
