Task_name,Participant #,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient 1,Gradient 2,Gradient 3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
You Task,17,11,5.9,8,3.3,8.7,5.6,1,4.5,1,1,3,5.6,1.9,1,5.5,10,10,-0.068702623,0.051618542,0.14160951,-0.39622,-0.81089,0.7363,0.52024
You Task,17,13,8.1,5.4,1,10,7.3,1,9.5,1,3.2,6.5,3.1,2.5,2,5.5,9,9.3,-0.068702623,0.051618542,0.14160951,-0.42284,-0.239,1.2411,0.23818
You Task,17,-10,6.6,1,1,10,6.3,1,6.3,1,3.5,1,5.5,4.6,1,5,10,6.8,-0.068702623,0.051618542,0.14160951,-0.04692,-1.03458,0.22356,0.38429
Friend Task,17,13,10,10,1,7.4,7,7.6,9,1,5.6,3.3,8.4,4.9,1,5.8,1.1,10,0.066229557,0.061472443,0.208842324,0.27085,-1.19668,1.95897,0.34933
Friend Task,17,11,7.4,10,1,10,3,8.6,7.9,1,5.6,3.6,5.7,6.8,1,8.6,3.1,10,0.066229557,0.061472443,0.208842324,0.19133,-1.13045,1.99375,0.81487
Friend Task,17,-13,10,10,2,10,2,9.3,2.9,1.5,5.5,2.8,6.1,6.9,1,5.2,1,10,0.066229557,0.061472443,0.208842324,0.30536,-1.45646,1.54155,0.01954
Two-Back Task-faces,17,-10,10,8,8.9,10,1.2,10,8,1,2,1.8,8.4,10,8.2,5.5,5.3,10,-0.025340712,0.386745896,-0.434225517,1.77182,-0.69998,0.83058,0.24677
Two-Back Task-faces,17,8,9.5,7.7,10,10,1,8.6,9,1,8.7,2,10,10,10,5.6,5.8,10,-0.025340712,0.386745896,-0.434225517,2.19458,-0.31356,0.77525,-0.7176
Two-Back Task-scenes,17,-15,10,1,10,10,1,7.8,7.4,2.2,9,1.8,10,8.6,8.2,5,2.5,7.5,-0.130999829,0.464204275,-0.426960277,2.07969,-0.64866,-0.28688,-1.07118
Two-Back Task-scenes,17,12,10,1,8.1,10,1,9.5,7.5,1,6.4,2.4,9,10,8,5.6,5.7,10,-0.130999829,0.464204275,-0.426960277,2.17564,-0.58127,0.02076,-0.16795
Easy Math Task,17,-15,10,1,10,10,1,1,7.5,1,9,1,10,7.9,1,2.7,6.4,10,-0.124954138,0.332221971,-0.020870498,2.15036,-1.54345,-0.13976,-1.7136
Easy Math Task,17,-6,9,10,10,10,1,1,10,7.5,6.5,8.6,4.8,9.2,8.5,1.8,10,8,-0.124954138,0.332221971,-0.020870498,0.78722,1.25285,0.80711,-1.86467
Easy Math Task,17,-6,10,1,10,10,1,3,8.2,1,8,1,10,10,1,3,3.1,10,-0.124954138,0.332221971,-0.020870498,2.33103,-1.75104,-0.02879,-1.42807
Hard Math Task,17,-11,10,1,10,10,1,1,6.4,1,10,1,10,10,1,1,2.3,8.7,-0.275798122,0.402380589,-0.407389088,2.17291,-1.79411,-0.31487,-2.15384
Hard Math Task,17,5,3.1,5.7,10,10,1,6.5,10,4.5,10,10,10,4,1,1,7.3,7.2,-0.275798122,0.402380589,-0.407389088,0.30264,0.03483,1.11581,-2.00235
Hard Math Task,17,-5,10,1,10,10,1,4,10,2.2,10,1,10,10,1,3.2,4.1,10,-0.275798122,0.402380589,-0.407389088,2.34398,-1.50024,0.31002,-1.66701
Reading Task,17,5,2.8,1.1,1,10,1,3.8,6.5,1,8.3,2.9,3.1,5,1,7.4,6.3,9.4,-0.19586954,-0.014883893,0.326889586,-0.23315,-1.16232,0.61876,-0.02367
Reading Task,17,-12,2.7,5.9,1,10,5,5.6,7,1,6.2,1.7,3.3,3.1,1,8.1,2.1,10,-0.19586954,-0.014883893,0.326889586,-0.7157,-1.34728,1.45595,0.37995
Reading Task,17,11,7.4,1,1,10,1,8.3,7.1,1,6.1,3.7,1.9,4.1,1,6.5,1,10,-0.19586954,-0.014883893,0.326889586,-0.16694,-1.50156,1.03763,-0.11307
Memory Task,17,11,3.1,10,1,8.5,8,8.2,10,4.2,3.1,1,8.8,8,1,10,9.8,10,-0.036691414,0.115884583,0.323863964,0.12466,-0.3512,1.96996,2.05266
Memory Task,17,5,8.3,7.4,7.1,10,5.4,10,10,1,5.9,3.3,8,8.1,2.8,2.2,10,10,-0.036691414,0.115884583,0.323863964,1.05999,-0.47715,1.70065,-0.37716
Memory Task,17,6,3,8.7,6.9,10,1,3,6.1,2.8,4.2,4.6,3.7,8.8,10,1,10,5.8,-0.036691414,0.115884583,0.323863964,-0.16364,0.3353,0.43873,-1.00242
One-Back Task,17,12,10,1,7.7,10,1,4.7,4.8,1,10,1,10,10,4,6.3,1.7,8.6,-0.009918255,-0.030028992,-0.537272264,2.19219,-1.29735,-0.47144,-0.7124
One-Back Task,17,-7,10,1,7.3,10,1,2.6,6.4,1,10,1,10,10,1,7.5,1.8,10,-0.009918255,-0.030028992,-0.537272264,2.32171,-1.62296,-0.24013,-0.58854
One-Back Task,17,8,9.6,1,9.1,10,1,2.1,4.9,1,10,1,10,10,6.2,8,2.1,8,-0.009918255,-0.030028992,-0.537272264,2.38442,-0.94606,-0.9822,-0.5952
Zero-Back Task,17,-12,5.2,1,8,7.7,1,7.7,10,6.3,4,6.5,2.8,2.8,7.6,4.7,4.3,10,0.092938821,-0.060981931,-0.389395513,-0.11079,0.30739,0.35693,-0.87967
Zero-Back Task,17,10,3.1,1,2.5,10,1,8.2,7,1,4.8,7.3,2.9,2.3,7.5,4.6,5,8.7,0.092938821,-0.060981931,-0.389395513,-0.65125,-0.27013,0.61573,-0.2702
Zero-Back Task,17,13,2,1,1.7,10,1,6.3,3.8,3.2,4.6,8.4,1,2.7,4.7,2.3,9.5,2.6,0.092938821,-0.060981931,-0.389395513,-1.66501,0.31132,0.01401,-0.41561
GoNoGo Task,17,8,3.4,1,7.4,8,1,5.9,3.6,7.3,2.9,8.8,3.1,1,1,1.7,8.6,3.2,-0.31702636,0.036362577,-0.159410417,-1.34135,0.43367,-0.47134,-0.90027
GoNoGo Task,17,-9,8.7,1,5.4,6.1,1,10,7.3,1,10,1,10,7.1,1.1,5.6,1,10,-0.31702636,0.036362577,-0.159410417,1.45497,-1.66854,0.34471,-0.43851
GoNoGo Task,17,-12,6,1,3.8,9.7,1,6.3,4.4,10,3.3,7.1,1.8,7.9,5.6,1,10,6.9,-0.31702636,0.036362577,-0.159410417,-0.53479,0.88171,0.08319,-0.8702
Finger Tapping Task,17,12,5,1,1,10,1,6,1.4,1,8.1,1.9,8.8,4.5,8,5,10,1.8,-0.090963574,-0.241336366,-0.170440839,-0.09036,-0.38401,-0.59533,0.0142
Finger Tapping Task,17,-9,8.5,10,2.7,10,1,6.2,6.6,2.5,5.2,1,3,4.7,6.7,10,10,4.9,-0.090963574,-0.241336366,-0.170440839,-0.22417,-0.11866,1.02712,0.73964
Finger Tapping Task,17,-6,3,9,1.8,5.7,4.8,2.7,2.5,2.1,4,3.6,2.1,3,6.5,10,5,4.7,-0.090963574,-0.241336366,-0.170440839,-1.31762,0.224,-0.17672,1.28821
Movie Task-incept,17,7,3.5,4,7.8,5.4,1,4.1,2.1,5.4,4.2,6,2,3.1,3.1,5,2,1.9,-0.293453447,0.376771714,0.156545561,-1.1949,0.07481,-1.06966,-0.43099
Movie Task-incept,17,7,3.5,4,7.8,5.4,1,4.1,2.1,5.4,4.2,6,2,3.1,3.1,5,2,1.9,-0.293453447,0.376771714,0.156545561,-1.1949,0.07481,-1.06966,-0.43099
Movie Task-bridge,17,5,1,1,1,9.3,3,6.5,2.6,1.1,7,6.4,2,2.3,3.5,5.5,1,2.6,-0.055046289,0.280933569,0.317858122,-1.59456,-0.51639,-0.17409,-0.01186
Movie Task-bridge,17,5,1,1,1,9.3,3,6.5,2.6,1.1,7,6.4,2,2.3,3.5,5.5,1,2.6,-0.055046289,0.280933569,0.317858122,-1.59456,-0.51639,-0.17409,-0.01186
You Task,18,-9,3,1,7,4.8,3,1,10,5.3,1,10,5,5.3,10,5.3,10,10,-0.068702623,0.051618542,0.14160951,0.15333,1.35677,-0.73038,0.21927
You Task,18,11,1,1,5,1,1,1,10,10,1,5.4,5.9,1,10,5.3,10,10,-0.068702623,0.051618542,0.14160951,-0.80073,0.99937,-0.6435,-0.15464
You Task,18,-10,5.3,1,5.4,1,1,1,10,5.6,1,5.7,5.9,1,10,5.1,10,10,-0.068702623,0.051618542,0.14160951,-0.16873,0.6189,-0.77563,-0.06981
Friend Task,18,9,5.8,10,5.5,4.6,3.9,7.4,10,5.2,8.3,6.3,5.7,5.2,2.6,5.4,4.4,9.9,0.066229557,0.061472443,0.208842324,-0.14852,0.19179,1.45208,-0.4411
Friend Task,18,-6,6.1,10,8.8,10,10,6.9,10,1.4,5.6,8.3,6.1,5.8,10,7,10,10,0.066229557,0.061472443,0.208842324,0.64996,1.56544,1.13989,0.49967
Friend Task,18,5,6.1,10,9.5,10,10,10,10,1,10,5.8,10,10,10,9.4,10,10,0.066229557,0.061472443,0.208842324,1.77877,1.47393,1.10284,0.92734
Movie Task-bridge,18,-7,5.5,2.3,6,1.9,5.4,5.5,2.6,4.5,5.4,2.9,5.4,2,2.1,8.9,10,5.2,-0.055046289,0.280933569,0.317858122,-0.43147,0.50832,-1.23837,1.14693
Movie Task-bridge,18,-7,5.5,2.3,6,1.9,5.4,5.5,2.6,4.5,5.4,2.9,5.4,2,2.1,8.9,10,5.2,-0.055046289,0.280933569,0.317858122,-0.43147,0.50832,-1.23837,1.14693
Movie Task-incept,18,-5,5.2,4.8,8.4,4.8,4.8,3.5,3.2,4.9,5.5,5,6.1,6,6.2,8,3.6,1.8,-0.293453447,0.376771714,0.156545561,-0.0699,0.74408,-1.42273,0.49038
Movie Task-incept,18,-5,5.2,4.8,8.4,4.8,4.8,3.5,3.2,4.9,5.5,5,6.1,6,6.2,8,3.6,1.8,-0.293453447,0.376771714,0.156545561,-0.0699,0.74408,-1.42273,0.49038
Zero-Back Task,18,11,10,1,9.7,5.3,1,9.7,1,1,1,5.6,9.5,10,8.5,9.1,8.5,5.7,0.092938821,-0.060981931,-0.389395513,1.91106,0.56887,-2.08963,1.92003
Zero-Back Task,18,-15,8.5,1.1,7.9,7.8,2.6,10,3.4,3.5,4,5.2,7.9,8.3,9,7.9,10,7.7,0.092938821,-0.060981931,-0.389395513,1.37211,0.85409,-0.95007,1.05125
Zero-Back Task,18,9,10,3.9,8.4,9.4,7.8,10,5.6,3.9,2.5,5.3,9,7.3,5.9,8.1,9.3,9.1,0.092938821,-0.060981931,-0.389395513,1.42687,0.79149,-0.01078,1.30772
One-Back Task,18,-13,7.8,1,9.8,2,1,10,1,1,1,7.3,9.8,10,4.9,9.5,3.7,10,-0.009918255,-0.030028992,-0.537272264,1.87059,0.12197,-2.02475,2.0852
One-Back Task,18,-15,7.9,2.1,8.5,6.8,1,10,2.1,2,2.5,6.1,7.2,4.7,4.1,7.1,2.6,5.3,-0.009918255,-0.030028992,-0.537272264,0.5264,-0.29582,-0.98863,0.69662
One-Back Task,18,13,8.6,2.2,9.8,8.2,6.5,8.5,7.9,4.3,5.5,7.2,8.6,9.3,8.4,9,8.5,9.2,-0.009918255,-0.030028992,-0.537272264,1.81192,1.36692,-0.46253,0.96982
Hard Math Task,18,-10,10,3.6,9.4,6.3,9,2.4,2.5,4.6,3.7,9,9.9,10,8.9,9.8,5.6,9.9,-0.275798122,0.402380589,-0.407389088,1.97106,1.70048,-1.66239,1.42389
Hard Math Task,18,14,8,1.7,10,9,7.8,4.6,4.7,2,5.6,6.2,9.8,10,8.2,9.3,9,10,-0.275798122,0.402380589,-0.407389088,2.19201,1.07848,-1.1146,1.14385
Hard Math Task,18,15,7.5,3.2,8.6,6.5,7.8,8.5,4.3,5.6,5.5,7.7,9.4,8.8,9.1,9.4,5.5,10,-0.275798122,0.402380589,-0.407389088,1.46802,1.56887,-0.81062,1.23407
Easy Math Task,18,15,5.1,2.3,7.1,5.3,4.3,3.9,2.3,4,6.1,4.5,4.2,6.6,6.2,10,7.9,9.3,-0.124954138,0.332221971,-0.020870498,0.51262,0.79858,-1.23076,0.98886
Easy Math Task,18,10,7.2,4.2,5,6.1,6.2,2.9,4.2,6.5,6.4,7,7,4.7,6.2,8.3,7.6,5,-0.124954138,0.332221971,-0.020870498,0.03216,1.26245,-0.76171,0.54572
Easy Math Task,18,-7,6.1,6,4.5,7,8.2,4.2,6.5,8.1,7.6,6.3,5.7,6.1,5.7,7.1,5.7,5.7,-0.124954138,0.332221971,-0.020870498,-0.25057,1.28213,0.15035,0.14896
Memory Task,18,12,6.9,10,8,9.8,8.4,10,10,9.1,7.9,9,6.1,4.9,8.2,3.6,10,10,-0.036691414,0.115884583,0.323863964,0.01912,2.03574,1.85231,-0.83885
Memory Task,18,6,7.4,10,7,9,8.3,10,10,9,7.3,6,4,5.9,10,6.4,10,10,-0.036691414,0.115884583,0.323863964,0.04372,2.0153,1.65949,-0.15697
Memory Task,18,-9,8.2,10,9.9,7,10,9.9,10,4.7,7,7.1,9.4,6.7,7.2,4.6,9.6,10,-0.036691414,0.115884583,0.323863964,0.9981,1.47342,1.19679,0.00929
Reading Task,18,7,8.3,10,8.8,10,9,9.2,9.2,4.6,5,7.9,9,8.9,10,5.9,8.6,10,-0.19586954,-0.014883893,0.326889586,1.24746,1.57208,1.14125,0.41369
Reading Task,18,8,8.8,9.1,8.5,8.7,8.4,10,9.4,5.9,4.9,7.8,7.5,9.5,9,6.3,7.2,9.4,-0.19586954,-0.014883893,0.326889586,1.079,1.59121,0.9911,0.49804
Reading Task,18,-11,8.2,9,9.4,5.9,10,10,10,7,8,6,9.9,8.1,9,7.1,9.5,10,-0.19586954,-0.014883893,0.326889586,1.24896,1.90785,0.81955,0.43465
Two-Back Task-faces,18,-8,10,2.9,9.9,4.5,6.4,10,2.6,4.3,7.3,6.3,7.5,5.6,2.1,8,3.7,7.4,-0.025340712,0.386745896,-0.434225517,0.95083,0.61984,-0.91467,0.61016
Two-Back Task-faces,18,15,10,2.6,7,4.9,4.5,10,3.7,6.1,4,7.1,8.7,6.5,3,6.1,4.5,8.4,-0.025340712,0.386745896,-0.434225517,0.84254,0.46931,-0.51207,0.62482
Two-Back Task-scenes,18,14,7.4,2.7,7.5,4.9,7.5,10,5.8,5.4,8,6.4,8.3,8,4.4,7.6,4.9,8.1,-0.130999829,0.464204275,-0.426960277,0.93399,0.95989,-0.37976,0.72134
Two-Back Task-scenes,18,13,6.8,2,5.1,5.1,6.5,10,10,5.8,8,4.7,8.2,6.7,6.8,6.2,4.9,9.9,-0.130999829,0.464204275,-0.426960277,0.73732,0.57831,0.45564,0.15462
Finger Tapping Task,18,-9,9.2,3,8.1,7.9,6.8,5.9,5.5,6.1,8.9,6.7,8.9,8,4,6.2,8.9,4.8,-0.090963574,-0.241336366,-0.170440839,1.04056,1.16155,-0.53093,-0.0023
Finger Tapping Task,18,-8,2.6,3.4,3.9,2.9,2.9,3.8,2.9,4.2,4.6,4.4,3.5,2,7.9,5.8,3.2,1.9,-0.090963574,-0.241336366,-0.170440839,-1.41068,0.33527,-1.1941,0.16082
Finger Tapping Task,18,-8,2,1.4,1.8,2.2,2,1.4,1.9,3.1,1.7,3,2.6,2.2,1.7,6.7,2.8,2,-0.090963574,-0.241336366,-0.170440839,-1.6415,-0.73751,-1.46359,0.84879
GoNoGo Task,18,8,1.4,1.2,2.8,2.5,1.1,1.1,1.5,1.8,2.7,2.5,2.2,1.5,2.7,5.7,1.3,2.9,-0.31702636,0.036362577,-0.159410417,-1.59918,-1.04074,-1.48629,0.29673
GoNoGo Task,18,11,1.1,1.3,1.9,1.7,2.2,2,1.2,4.3,1.2,2.7,2,1.2,1.5,5.4,2,2,-0.31702636,0.036362577,-0.159410417,-2.05208,-0.75619,-1.43345,0.57233
GoNoGo Task,18,-6,1.9,1.5,1.6,1.7,1.7,2,2,1.7,2,2.5,1,1.3,1.5,5.1,1.7,1.8,-0.31702636,0.036362577,-0.159410417,-1.97604,-1.06756,-1.30019,0.46569
Finger Tapping Task,subject001,9,6,1.8,2.8,3.3,7.4,2.7,2,3.4,7.9,3.4,2.3,8.1,7.6,8.4,8.3,4.8,-0.090963574,-0.241336366,-0.170440839,-0.15592,1.14231,-1.51165,1.11042
Finger Tapping Task,subject001,7,5.4,6.5,7.2,9.2,2.7,5.1,6.1,6.6,5.9,4.8,7.4,8.7,5,5.1,7.8,7,-0.090963574,-0.241336366,-0.170440839,0.52874,0.39345,0.29892,-0.31284
Finger Tapping Task,subject001,9,7.3,3.2,4.2,6.8,3.1,6.5,3.1,3.2,6.3,6,3.3,4.1,2.8,5,5.2,8.3,-0.090963574,-0.241336366,-0.170440839,-0.26268,-0.07364,-0.04069,-0.15616
GoNoGo Task,subject001,10,6.8,5,6.9,6.7,3.6,4.8,2.9,6.7,7.5,7.5,6.6,7.8,6.5,3.5,7.2,3.1,-0.31702636,0.036362577,-0.159410417,0.06606,1.16878,-0.75161,-0.54621
GoNoGo Task,subject001,-12,7.6,2.6,6.6,7.4,3.4,4.1,5,5.4,7,4.7,4.6,7.1,3,7.7,7.1,7.5,-0.31702636,0.036362577,-0.159410417,0.54472,0.34778,-0.46096,0.11888
GoNoGo Task,subject001,-14,5.6,3,3.6,6.6,3.6,3.5,4.7,7,7.3,4.4,4.8,3.8,2.8,5.1,6.9,5.3,-0.31702636,0.036362577,-0.159410417,-0.62144,0.22785,-0.14832,-0.46713
Friend Task,subject001,-8,6.7,9.4,7.9,7,3,6.2,6.9,6.3,7.6,5.9,5,7.2,4.1,4.8,5.4,9.5,0.066229557,0.061472443,0.208842324,0.26238,0.45345,0.85753,-0.74184
Friend Task,subject001,14,8.3,9.9,7.3,8.8,2.5,2.3,9,6.1,5.3,6,8.9,9,5.3,4.4,2.8,10,0.066229557,0.061472443,0.208842324,1.05225,-0.09254,0.9593,-0.88729
Friend Task,subject001,-12,5,7.3,3.6,9.3,3,4,9.4,6.3,6,5.5,5.1,5,6.6,4.7,3.4,5.2,0.066229557,0.061472443,0.208842324,-0.58189,0.13126,1.02485,-0.78235
You Task,subject001,-13,8,7.2,3,7.5,6.7,5.6,5.1,3.1,5.5,2.8,5.3,3.8,5,5,7.7,8.7,-0.068702623,0.051618542,0.14160951,-0.19612,-0.02691,0.77088,0.08575
You Task,subject001,5,7.7,6.1,3.9,7.5,3.5,2.8,7.9,6.3,5.2,5.1,3.8,6.9,3.7,5.7,8.9,7.3,-0.068702623,0.051618542,0.14160951,-0.04565,0.41706,0.51778,-0.10384
You Task,subject001,-5,7.5,6.9,3.2,6.9,2.3,3.7,7.1,7,3.4,6.6,8.1,4.1,4,5.5,8.4,5.5,-0.068702623,0.051618542,0.14160951,-0.25432,0.3479,0.43283,0.06475
Movie Task-incept,subject001,12,8,7,10,7.8,8,7.9,9,7.4,8.2,7,7.4,9,7.2,5,4.8,7.2,-0.293453447,0.376771714,0.156545561,0.90654,1.41505,0.45079,-0.49294
Movie Task-incept,subject001,12,8,7,10,7.8,8,7.9,9,7.4,8.2,7,7.4,9,7.2,5,4.8,7.2,-0.293453447,0.376771714,0.156545561,0.90654,1.41505,0.45079,-0.49294
Movie Task-bridge,subject001,-5,4.8,6,3.1,6.3,7.9,8,5.7,6.5,5.8,3.7,4,4,4.5,5,6.1,4.2,-0.055046289,0.280933569,0.317858122,-1.11763,0.61113,0.51775,0.2378
Movie Task-bridge,subject001,-5,4.8,6,3.1,6.3,7.9,8,5.7,6.5,5.8,3.7,4,4,4.5,5,6.1,4.2,-0.055046289,0.280933569,0.317858122,-1.11763,0.61113,0.51775,0.2378
Easy Math Task,subject001,11,8,2.1,9,3,2.1,3.1,7.4,1.9,4,2.4,3,8.8,7.1,8,1,10,-0.124954138,0.332221971,-0.020870498,1.13199,-0.33729,-1.10955,0.30193
Easy Math Task,subject001,-6,7.8,1,9.4,7.9,2.8,1.6,7,7.3,9,7.3,5,9,6.4,2,3.7,9.9,-0.124954138,0.332221971,-0.020870498,1.0421,0.6287,-0.4869,-1.9182
Easy Math Task,subject001,-15,6.9,2,9.3,7,3.3,2.3,4.5,6.8,7.1,7.4,3,4.1,2.4,4.2,3.3,9.4,-0.124954138,0.332221971,-0.020870498,0.07808,0.3638,-0.53341,-1.2856
Hard Math Task,subject001,13,6.5,6.4,8.8,8.7,2.8,2.2,7.1,6.4,7.1,7,7.4,9.3,6.8,2.6,8.1,6.2,-0.275798122,0.402380589,-0.407389088,0.73669,0.8364,-0.02604,-1.17022
Hard Math Task,subject001,8,7,3.4,9.3,8.8,2.7,6.4,2.8,6.3,7.2,7.6,7.7,9,9,3.2,8.2,5.7,-0.275798122,0.402380589,-0.407389088,0.87474,1.26971,-0.81615,-0.72676
Hard Math Task,subject001,-6,6.4,3.3,8.4,3.9,2.5,2.7,5,7.3,8,6.2,3.4,8.1,6.6,4,5,9,-0.275798122,0.402380589,-0.407389088,0.36206,0.90887,-0.82332,-0.99759
Zero-Back Task,subject001,7,7,2.7,8.3,6.7,1.2,8.6,7.2,6.6,6.2,5.1,5.1,4,3.8,5.1,3.1,8.5,0.092938821,-0.060981931,-0.389395513,0.18372,-0.05658,0.18985,-0.79804
Zero-Back Task,subject001,-15,6.7,2.7,7.9,4,3.4,3.8,5.8,3.7,8.3,5,5.5,4,6.9,5.3,2.9,8.1,0.092938821,-0.060981931,-0.389395513,0.31225,0.23611,-0.72568,-0.77526
Zero-Back Task,subject001,13,3.8,2.8,7.3,7.1,2.5,4.4,3.9,3,8,4.1,5.1,2.8,4.1,5,5.1,7.2,0.092938821,-0.060981931,-0.389395513,-0.20138,-0.24449,-0.38248,-0.76305
One-Back Task,subject001,-10,9.1,2.5,8,6.3,2.5,8.3,7.9,3.1,7.8,3,9.4,8.5,8,6.2,1.8,8.3,-0.009918255,-0.030028992,-0.537272264,1.60023,-0.24614,-0.24807,-0.28221
One-Back Task,subject001,7,8,1.4,7.7,7.8,2,8.3,8.5,3.5,9,1.7,7.9,8.8,8.2,4.4,1,7.9,-0.009918255,-0.030028992,-0.537272264,1.3512,-0.52718,0.01539,-0.99184
One-Back Task,subject001,-14,6.2,2.1,8.6,9.6,2.1,8.9,8.7,3.2,9.8,1.9,6.7,8.2,7.5,3.7,2.6,9,-0.009918255,-0.030028992,-0.537272264,1.14378,-0.50658,0.48624,-1.32066
Memory Task,subject001,-12,5.2,2.5,2,6.7,2.1,6.7,9,4.1,2,5.4,5.7,3,2.5,5.3,7,6.8,-0.036691414,0.115884583,0.323863964,-0.57527,-0.46349,0.60209,0.4091
Memory Task,subject001,-8,3.5,6.2,4.2,7.9,3,7.7,7,4.2,3.2,5.2,5.2,4.1,2.4,6.2,8,8.6,-0.036691414,0.115884583,0.323863964,-0.48792,-0.14347,0.92504,0.50236
Memory Task,subject001,-15,4.2,7.8,1.6,8.2,2.1,6.8,9.6,7.3,2.8,7,6.9,2.5,2.6,6,7.7,6.8,-0.036691414,0.115884583,0.323863964,-0.95133,0.08598,1.53564,0.24064
Reading Task,subject001,-13,4.5,2.6,2,9.4,2,2.4,3.5,5,9.3,3,5,3.4,3.3,5.1,1.7,5.4,-0.19586954,-0.014883893,0.326889586,-0.65912,-0.75229,0.0689,-1.05163
Reading Task,subject001,-8,4.8,2.9,4.3,2.4,2.1,3.5,2.9,6.2,8,6.7,5.3,1.6,7.1,4.3,3.3,1.9,-0.19586954,-0.014883893,0.326889586,-1.13942,0.69809,-1.21212,-0.72549
Reading Task,subject001,-6,6.1,2.9,1.8,8,3.1,3.7,4.2,7.8,8.9,5.6,6,2,2.1,5,4.9,6,-0.19586954,-0.014883893,0.326889586,-0.76801,0.03968,0.25099,-0.87688
Two-Back Task-scenes,subject001,-15,9,2.9,9,2.7,2,10,9.1,4.1,10,2,4.9,9.5,4.4,3.6,4,9.3,-0.130999829,0.464204275,-0.426960277,1.13098,-0.17895,0.06592,-0.90606
Two-Back Task-scenes,subject001,14,8,3.2,8.7,3.9,8.7,9.1,10,6.2,7.9,5,8,9,4.9,4.3,8.9,9.3,-0.130999829,0.464204275,-0.426960277,1.12474,1.12805,0.15563,0.02425
Two-Back Task-faces,subject001,-12,7.8,9.2,9.1,1.3,2.2,9.5,3,2.9,8.3,4.1,6.7,9.3,7.4,6,3.5,7.9,-0.025340712,0.386745896,-0.434225517,0.8348,0.48767,-0.53479,0.16738
Two-Back Task-faces,subject001,8,8,9.3,8.3,3,2,8.3,8.8,2.4,8.6,3.9,8.7,9.3,9,6.1,2.4,8,-0.025340712,0.386745896,-0.434225517,1.19594,0.16046,0.24563,-0.18784
You Task,subject002,-14,4.4,7.6,3.8,6.9,2.3,3.2,8.1,1,3.6,4.9,7.4,3,2.7,5,8.5,6.9,-0.068702623,0.051618542,0.14160951,-0.33383,-0.64737,0.74294,0.11573
You Task,subject002,-5,8.2,6,2,4.4,2.1,8,6.9,2.1,5.1,5.2,7.6,6.6,1.9,5.3,8.1,7.7,-0.068702623,0.051618542,0.14160951,0.24852,-0.3827,0.58058,0.64934
You Task,subject002,13,8.9,7.1,2.1,5.9,1.8,6.5,6.7,1.7,2,5.6,6.8,6.4,1.5,5.8,6.2,8.7,-0.068702623,0.051618542,0.14160951,0.25009,-0.71916,0.72598,0.82808
Friend Task,subject002,6,4.8,3.3,3.3,5,2.3,8.4,9.5,2,2.7,5.5,7.4,8,3.3,7.9,2.5,7,0.066229557,0.061472443,0.208842324,0.34814,-0.57727,0.2089,1.2829
Friend Task,subject002,-13,6,5.8,3,5.9,3.6,7.2,7.8,2.4,2.6,3.7,6.4,7.9,3.2,7.3,5.4,4.6,0.066229557,0.061472443,0.208842324,0.01929,-0.38808,0.27397,1.24513
Friend Task,subject002,7,7,6.5,2.2,4.7,2.5,8.5,8.9,3.1,2.2,4.5,9.1,8.6,2.8,7.3,2.3,5.1,0.066229557,0.061472443,0.208842324,0.31352,-0.67287,0.4898,1.30731
Hard Math Task,subject002,-9,6.8,1.9,9,1.6,2.9,2.3,2.3,3,1.6,2,5.2,5.2,2,5,2.6,4,-0.275798122,0.402380589,-0.407389088,0.03511,-0.65499,-1.91301,0.26841
Hard Math Task,subject002,-15,3,1.4,7,2.4,1,1.4,3.4,1,1,2.9,2.6,5.5,2,5.5,1,5.6,-0.275798122,0.402380589,-0.407389088,-0.43373,-1.10306,-1.57983,0.39871
Hard Math Task,subject002,-7,2.6,6.7,6.7,4.2,3.3,7,1.2,1.2,3.5,5.1,5.3,5.2,2.1,5.1,1.6,3,-0.275798122,0.402380589,-0.407389088,-0.7798,-0.44506,-0.74215,0.59376
Easy Math Task,subject002,15,4,6.5,5,5.9,1.2,7.3,5,6.4,5.1,4.6,5.3,6,6.1,5.7,5.7,5.1,-0.124954138,0.332221971,-0.020870498,-0.50898,0.34871,0.06728,0.05047
Easy Math Task,subject002,10,6.4,6.3,6,5.1,1,5,4.3,5.7,5.1,3.9,7.4,5.1,6.2,5.9,4.9,4,-0.124954138,0.332221971,-0.020870498,-0.0957,0.11673,-0.47502,-0.10324
Easy Math Task,subject002,6,4.7,7,5,2.6,1,3.3,5.4,4.4,3.4,6.1,6.4,8,3.9,5.5,5,5.4,-0.124954138,0.332221971,-0.020870498,-0.13096,0.07516,-0.52791,0.45341
Finger Tapping Task,subject002,-9,1.2,1.5,3.3,1.2,4,2,4.2,1.5,2.4,5,5.3,2.8,2.3,6.5,4.5,4.1,-0.090963574,-0.241336366,-0.170440839,-1.04691,-0.37005,-1.34062,1.05534
Finger Tapping Task,subject002,-15,3.2,2.9,3.5,1.7,2.8,3,1.5,2.2,1.8,2.8,2.9,2,1.7,5.8,3.3,2,-0.090963574,-0.241336366,-0.170440839,-1.48878,-0.67626,-1.37592,0.75424
