Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Memory Task,subject005,8,10,10,3,5.5,8.29999999999999,7.99999999999999,10,5.50000000000001,3.6,1,3.3,7.39999999999999,6.89999999999999,10,9.49999999999999,10,-.036691414,.115884583,.323863964,.285046718696493,1.10990159890264,1.37864890406895,-1.2155303112281
Memory Task,subject005,-7,10,6.4,8,6.3,4,5,7.4,2,10,8,8,8,10,10,9,8,-.036691414,.115884583,.323863964,1.55842248190019,1.11749091998548,-.00889691699532624,.524600756544537
Reading Task,subject005,11,5.00000000000001,10,8,7,3,6,7.40000000000001,4.3,9,2,3,2.70000000000001,2,4,1.10000000000001,5.30000000000001,-.19586954,-.014883893,.326889586,-1.09726979614321,-1.0458877990975,.896037558288066,.679778767566304
Reading Task,subject005,11,8,5.60000000000001,1.6,10,3,5.80000000000001,6.80000000000001,9,2,1,3,2.9,9,7,1,6.00000000000001,-.19586954,-.014883893,.326889586,-.725248850940183,.0999433238874981,.327092531907458,-.195307877584526
Reading Task,subject005,-8,6.99999999999999,5.80000000000001,3.6,4,2,6,6.10000000000001,9,10,1,3,4.9,2.3,3,3.9,5,-.19586954,-.014883893,.326889586,-1.27954162493184,-.789315666381365,.607448453670461,.99069945605613
Zero-Back Task,subject005,-13,7.50000000000001,7,6,7.39999999999999,4.10000000000001,4.10000000000001,2,9.49999999999999,7,1,1.60000000000002,2,7.99999999999999,5,10,5,.092938821,-.060981931,-.389395513,-1.3771559020792,.336433557303904,.1538548934766,1.08324438001032
Zero-Back Task,subject005,5,2,9,2.30000000000001,9,4,4.1,1,6.6,8,3,3,3.10000000000001,5,1.00000000000001,2,4,.092938821,-.060981931,-.389395513,-2.06020703381227,-.596714741199727,.313239926388625,.733010432802744
Zero-Back Task,subject005,-6,6,8,2,3,7,3,7,10,10,2,7,6,3,8,7,3,.092938821,-.060981931,-.389395513,-.745184018663908,.510468336475216,.353308620814527,-.0446579343852054
One-Back Task,subject005,-8,7,7.2,8,6,6,6,9,2.4,4,1,7,8,10,3.70000000000001,5,7,-.009918255,-.030028992,-.537272264,.838264140754399,-.0623496694291002,.188391423091092,.242689391974217
One-Back Task,subject005,6,9,10,7,2,6.70000000000001,2,8,6,2,5,7,3,2,4.9,3.8,3.7,-.009918255,-.030028992,-.537272264,-.470075749060721,.0171256068326449,.0635420140934264,-.160842714252339
One-Back Task,subject005,7,2,6,3,4,4,5,2,4,4,6,10,8,9,8,3.90000000000002,9,-.009918255,-.030028992,-.537272264,.784153099131078,.694795973227634,-.864347531243559,-.815930319982771
Hard Math Task,subject008,-13,9.1,1,10,1,1,1,1.4,3,9,1.30000000000001,9,3.1,1.30000000000001,5.1,1,7.89999999999999,-.275798122,.402380589,-.407389088,1.03479718755813,-1.86041094979857,-1.30197548398795,1.13461528071037
Hard Math Task,subject008,9,8.89999999999999,1,10,1,1,1,1.9,2.9,8.5,2,7.80000000000001,4.5,1,5.1,1.3,7.59999999999999,-.275798122,.402380589,-.407389088,.99499023941418,-1.71222907082723,-1.26134131021554,1.05990974782793
Hard Math Task,subject008,7,9.49999999999999,1,10,1,1,4.10000000000001,3.4,1.8,8.7,1,8.19999999999999,5.90000000000001,1,5.2,1,8.9,-.275798122,.402380589,-.407389088,1.45773958949659,-1.73945228196637,-.962178692733068,.795881332557688
Easy Math Task,subject008,7,6.3,1,10,1,1,2.2,1,2,8.3,1,2.1,8.1,1,5,1,9,-.124954138,.332221971,-.020870498,.647969497666252,-1.58894732478864,-1.20948922486734,.85396662978047
Easy Math Task,subject008,-9,7.8,1,10,1,1,2.4,3.3,3,10,1,3,7.79999999999999,1,5,1,8.89999999999999,-.124954138,.332221971,-.020870498,.728036657625381,-1.63238749031612,-.850527758951816,1.1873117982953
Easy Math Task,subject008,11,2,1,10,1,1,2,3.00000000000001,7.20000000000001,7.99999999999999,1,1,3,1,5.00000000000002,1,8.09999999999999,-.124954138,.332221971,-.020870498,-.915884441281834,-1.4912763014948,-.85181522367949,1.22096201562084
One-Back Task,subject008,8,8.7,1,7,1,1,10,7.3,7.69999999999999,7,5,8.19999999999999,2,10,3.8,1,8.2,-.009918255,-.030028992,-.537272264,.319295452618185,.130175112783802,-.876009889318329,1.36399968866992
One-Back Task,subject008,11,4.60000000000001,1,8.89999999999999,4.2,1,7.99999999999999,8.2,6.99999999999999,7.89999999999999,3.00000000000001,8.19999999999999,5.3,8.79999999999999,5.1,1,8.59999999999999,-.009918255,-.030028992,-.537272264,.705377607503419,-.430923572379395,-.495669031267428,1.2312679037058
One-Back Task,subject008,11,6.80000000000001,1,8.99999999999999,6.50000000000001,1,9,9.1,8.09999999999999,7.8,2,3.6,3,9.39999999999999,5.10000000000002,1,8.89999999999999,-.009918255,-.030028992,-.537272264,.00477248213403279,-.383163461527298,-.0150765418376593,1.57195955680306
Zero-Back Task,subject008,15,5.00000000000001,1,6.99999999999999,1,1,6.6,2.1,8.09999999999999,6.20000000000001,1.7,3.10000000000001,3.00000000000001,5.00000000000001,5.00000000000002,1,2,.092938821,-.060981931,-.389395513,-.776482112673361,-.178385312272168,-1.81247802733413,.765330029647194
Zero-Back Task,subject008,11,2,1,7.60000000000001,1.8,1,8.79999999999999,7.1,7.49999999999999,7,1.6,2,2.3,4.1,5.00000000000001,1,8.6,.092938821,-.060981931,-.389395513,-.937760281395864,-.772256837318131,-.293479962723462,.74935607467107
Zero-Back Task,subject008,-14,8,1,6.00000000000001,1,1,9.09999999999998,2.5,8.29999999999999,3.9,1,1,2.10000000000001,3.9,5,4.1,9.09999999999999,.092938821,-.060981931,-.389395513,-.728008920305562,-.37187832647541,-.656959507035456,.438644896748132
Finger Tapping Task,subject008,9,7.29999999999999,2,1.8,1,1,10,4.3,2.00000000000001,3,1,1,1,5.8,5.10000000000001,1.9,1.7,-.090963574,-.241336366,-.170440839,-1.07227077208602,-.148451216432966,-1.31116942913466,-.700940149173627
Finger Tapping Task,subject008,7,8.7,1,3,1,1,10,7.7,5,3,2,1,3.2,9.2,5.00000000000002,1,6.99999999999999,-.090963574,-.241336366,-.170440839,-.4444914515954,.0888179840791417,-.758127129480395,.0382932065311171
Finger Tapping Task,subject008,-15,9,1,9.8,1,1,9.99999999999999,8.9,1.9,4,2.90000000000001,1,1.9,8.9,5,1,9,-.090963574,-.241336366,-.170440839,.214896176347181,-.288618162752217,-.795850263362456,.724092229016785
GoNoGo Task,subject008,12,6,1,7.39999999999999,1,1,8.6,5.1,8.49999999999999,8.19999999999999,8.00000000000001,5.2,2,4.5,3,1,2,-.31702636,.036362577,-.159410417,-.929610102046677,.251593989901566,-1.36174169189703,1.48482175836992
GoNoGo Task,subject008,9,8.49999999999999,1,3.4,1,1,10,2.30000000000002,8,7.99999999999999,2.90000000000002,3.50000000000001,1.8,3.6,6.1,1,8,-.31702636,.036362577,-.159410417,-.55141067171257,-.170254645129336,-.841676294006286,.450136474999114
GoNoGo Task,subject008,-7,8.00000000000001,1,8,1,1,10,5.3,3.00000000000002,4,1.4,1,2.4,3.60000000000002,6.00000000000001,1,2,-.31702636,.036362577,-.159410417,-.344388075462156,-.280550617725902,-1.52482122621447,-.0202221683321635
You Task,subject008,-5,8.1,7,2,9.1,1,1.9,8.99999999999999,1,1,3.2,8.19999999999999,7.99999999999999,3.00000000000001,5.00000000000001,10,7.99999999999999,-.068702623,.051618542,.14160951,.466159616725544,-1.27706086402812,1.62938039252909,-.96936102781083
You Task,subject008,-10,8.49999999999999,7.3,1.6,7.79999999999999,1,2.6,10,1,1.30000000000001,5.50000000000001,8.6,7.8,4,3.30000000000001,3,7.89999999999999,-.068702623,.051618542,.14160951,.465571606936056,-1.2489999581316,1.20665995274443,-.626822239011333
You Task,subject008,11,7.29999999999999,7.2,4.2,10,1,4,9.3,2.00000000000002,2,5,9,8.59999999999999,5.4,7.5,10,8.39999999999999,-.068702623,.051618542,.14160951,.96190911120111,-.439089401054795,1.36818992558093,-.840347621465992
Friend Task,subject008,14,9.49999999999998,10,1,10,1,2.60000000000001,10,1,1,1,10,8.99999999999999,6.6,10,6.20000000000001,10,.066229557,.061472443,.208842324,1.51254120502044,-.807432322788122,1.61884887036269,-1.77067238850124
Friend Task,subject008,-15,10,7.6,1,10,1,3.9,10,1,1,1,10,10,6.6,10,6.00000000000001,10,.066229557,.061472443,.208842324,1.8335159292267,-.731927902595084,1.3606111563722,-1.74160977451827
Friend Task,subject008,10,10,8.09999999999999,1.6,10,1,6.69999999999999,10,1,1,1,10,10,7.09999999999999,10,6,10,.066229557,.061472443,.208842324,1.895906311417,-.454346078351814,1.34776553240764,-1.80778573937403
Movie Task-incept,subject008,-14,3.4,10,1,10,8,10,3.00000000000002,5.3,1,3,8.79999999999999,2.7,5.3,5,1,1.9,-.293453447,.376771714,.156545561,-.805603519025901,.65077497697833,-.114121093879946,-1.46217627296752
Movie Task-incept,subject008,-14,3.4,10,1,10,8,10,3.00000000000002,5.3,1,3,8.79999999999999,2.7,5.3,5,1,1.9,-.293453447,.376771714,.156545561,-.805603519025901,.65077497697833,-.114121093879946,-1.46217627296752
Movie Task-bridge,subject008,-5,9.1,1,1,5.30000000000001,10,10,9.1,1,1,1,3.9,7.30000000000001,1,10,7.99999999999999,9.09999999999999,-.055046289,.280933569,.317858122,.850982744942827,.428854528869765,.490590924979884,-2.30856789299678
Movie Task-bridge,subject008,-5,9.1,1,1,5.30000000000001,10,10,9.1,1,1,1,3.9,7.30000000000001,1,10,7.99999999999999,9.09999999999999,-.055046289,.280933569,.317858122,.850982744942827,.428854528869765,.490590924979884,-2.30856789299678
Two-Back Task-scenes,subject008,10,10,1,6.30000000000001,1,1,10,10,7.99999999999999,1,3.2,3.50000000000002,3.7,5.50000000000001,5.00000000000001,1,6.5,-.130999829,.464204275,-.426960277,-.0585988922068577,-.0494962717419906,-.489777701145923,.204022811017878
Two-Back Task-scenes,subject008,6,10,1,7.10000000000001,1,1,10,7.6,1,1,1,7,5.2,10,5,1,7.59999999999999,-.130999829,.464204275,-.426960277,1.41565642217341,-.324670689922057,-1.25443288568958,-.218992547611151
Two-Back Task-faces,subject008,-10,6.6,10,5.00000000000001,1,1,10,7,3,1,1.6,4,1.80000000000002,7.20000000000001,5,1,7.09999999999999,-.025340712,.386745896,-.434225517,-.62472876216434,-.190235551712985,-.0462562734368848,-.770853851722392
Two-Back Task-faces,subject008,14,10,10,3.00000000000001,4,1,10,5.00000000000001,3,1,1,7.79999999999999,5.7,6.49999999999999,6.20000000000001,1,8.4,-.025340712,.386745896,-.434225517,.682673706613934,-.259036170894926,.128286531207089,-1.20385476809463
Memory Task,subject008,-7,10,10,1,7,8.2,9.4,10,9.09999999999999,1,1,9.2,9.49999999999999,9,9.1,8.09999999999999,10,-.036691414,.115884583,.323863964,.982990404867112,1.37953900033432,1.33406072754141,-1.43787377022018
Memory Task,subject008,-7,6.90000000000001,10,1,3.1,9.19999999999999,9.19999999999999,10,9.4,1,1,6.1,8,3.00000000000002,9.19999999999999,6,10,-.036691414,.115884583,.323863964,-.0290038051030526,.986798879043628,1.30010329396391,-1.86565119152704
Memory Task,subject008,-13,8.19999999999999,1,1,10,3.8,6.9,10,9.09999999999999,1,4.9,4.2,4.00000000000001,1,1,6.70000000000001,9.4,-.036691414,.115884583,.323863964,-1.1079545060809,-.931553271171419,1.84467846830134,.246990683745672
Reading Task,subject008,-15,10,3.1,5.1,10,1,4,1,10,1,1,10,4.00000000000001,1,5.00000000000001,5.40000000000001,2.00000000000001,-.19586954,-.014883893,.326889586,.15795533556663,-.891993698125437,-.393479230334908,.015402912063357
Reading Task,subject008,11,10,1,3.10000000000001,10,1,5.1,1,10,1,1,10,7.89999999999999,1,5.00000000000001,2.1,3.00000000000001,-.19586954,-.014883893,.326889586,.744037676049214,-.87713490564902,-.641925398634543,-.234448589046565
Reading Task,subject008,-6,9.3,1,4.20000000000001,10,1,9,8,6.30000000000001,1,3,10,6,5.40000000000002,4.10000000000001,7.99999999999999,5.1,-.19586954,-.014883893,.326889586,.704633571222379,-.454063286974691,.454398092807315,-.120525775274792
Movie Task-bridge,subject009,-12,4.50000000000001,8.79999999999999,1,10,10,10,5.4,3.5,4.80000000000001,3.70000000000002,4.1,1,6.10000000000001,4.8,5.30000000000001,5.4,-.055046289,.280933569,.317858122,-1.37788208194667,.772572875350754,.793414701542332,-.823872457821401
Movie Task-bridge,subject009,-12,4.50000000000001,8.79999999999999,1,10,10,10,5.4,3.5,4.80000000000001,3.70000000000002,4.1,1,6.10000000000001,4.8,5.30000000000001,5.4,-.055046289,.280933569,.317858122,-1.37788208194667,.772572875350754,.793414701542332,-.823872457821401
Movie Task-incept,subject009,-12,3.2,10,6.10000000000001,9.2,7.49999999999999,8.69999999999999,1,3.70000000000001,4.40000000000001,1.3,5.2,5.20000000000001,6,6.50000000000001,2.9,2.7,-.293453447,.376771714,.156545561,-.331641584139903,.642797093538548,-.547021028659671,-.771131598422061
Movie Task-incept,subject009,-12,3.2,10,6.10000000000001,9.2,7.49999999999999,8.69999999999999,1,3.70000000000001,4.40000000000001,1.3,5.2,5.20000000000001,6,6.50000000000001,2.9,2.7,-.293453447,.376771714,.156545561,-.331641584139903,.642797093538548,-.547021028659671,-.771131598422061
GoNoGo Task,subject009,-11,3.2,1.8,5.5,1,1,3.10000000000001,1.2,2,2.9,2.8,1,2,1.3,4.40000000000001,3.00000000000001,1,-.31702636,.036362577,-.159410417,-1.32621863173092,-.87800057967152,-1.66183321028218,-.265762712521764
GoNoGo Task,subject009,-12,2,8.9,1.8,3,5.3,8.50000000000001,8,2.3,3.1,1.60000000000002,2.90000000000001,3.50000000000002,3.6,2,6.50000000000001,3.10000000000001,-.31702636,.036362577,-.159410417,-1.82084314510373,-.26426969699095,.650293226597908,-.920602790364602
GoNoGo Task,subject009,-10,4.80000000000001,5.50000000000001,4.20000000000001,3.7,1,4.00000000000002,3.40000000000001,3.30000000000001,2,3.30000000000001,4.20000000000002,2.60000000000002,3.20000000000002,1.6,2.1,2,-.31702636,.036362577,-.159410417,-1.2360914589343,-.990702548344806,-.658260029536122,-.0342973449661391
Finger Tapping Task,subject009,5,2,2.7,1,2.1,2.3,6.2,1,2,4.20000000000001,1.1,3,1,1,3.50000000000001,2.9,2.1,-.090963574,-.241336366,-.170440839,-1.66976384273047,-1.00043202277611,-1.00783264410728,-.809985403851084
Finger Tapping Task,subject009,15,1.8,3.2,4.5,1,3.00000000000002,4.10000000000001,2.2,3.1,1,1,3.4,7,4.40000000000001,4.1,2.1,2.00000000000002,-.090963574,-.241336366,-.170440839,-.528007697876574,-.413551589757742,-1.6568563350536,-.736391431984187
Finger Tapping Task,subject009,-10,2.6,1,2.7,1,2.4,1.1,5.6,5.00000000000001,3.6,2.2,5.10000000000001,2,2.2,1,5.80000000000001,2.90000000000001,-.090963574,-.241336366,-.170440839,-1.56347373947763,-1.36032507779371,-.493722837221276,.270667001798594
Two-Back Task-scenes,subject009,7,1.9,2.7,2.1,2,4.1,10,2.60000000000001,6.40000000000001,3.5,3.70000000000001,2.9,4.60000000000001,4.40000000000001,3.8,2,3.20000000000001,-.130999829,.464204275,-.426960277,-1.28085098328334,.42742228602895,-1.14833441424674,-.484134972150309
Two-Back Task-scenes,subject009,-9,7.5,1.4,4.7,4.40000000000001,1.9,9.1,2.3,2.6,7.5,3,6.9,1.5,2.4,3.2,6.3,2.8,-.130999829,.464204275,-.426960277,-.423265936778742,-.666311137527563,-.70908577716574,.304769706638114
Two-Back Task-faces,subject009,12,2.8,7.8,4.1,4.60000000000001,4.80000000000001,10,5.3,1.8,2.2,7.4,4.80000000000001,4.3,3.2,4.00000000000001,3.8,1.4,-.025340712,.386745896,-.434225517,-1.02312147753482,.611670350314838,-.413825540468489,-.971848985409722
Two-Back Task-faces,subject009,6,1.9,7.30000000000001,7.10000000000001,5.5,7,3.1,3.7,2,4.30000000000001,3.8,3.7,8.1,1.2,3.70000000000001,3.3,4.60000000000001,-.025340712,.386745896,-.434225517,-.428890198071858,-.436393346206753,-.253405821278589,-.316646814642069
Reading Task,subject009,12,3,3.8,3.50000000000001,6.20000000000001,3.10000000000002,5.6,5.6,4.30000000000001,5.80000000000001,5.00000000000001,7.20000000000001,7.10000000000001,6.4,1.4,6.00000000000001,7.40000000000001,-.19586954,-.014883893,.326889586,-.323231204087132,-.495895137174945,.294268526432455,.48886255044179
Reading Task,subject009,8,2,3.4,7.4,4.90000000000001,1.7,6.50000000000001,3.3,3.3,6.60000000000001,1.9,8.19999999999999,2,3.30000000000001,5.50000000000001,8.19999999999999,4.50000000000001,-.19586954,-.014883893,.326889586,-.330924114872112,-.777317838569482,-.410872752314256,.0466903837449927
Reading Task,subject009,13,5.30000000000001,9.7,5.50000000000001,3.3,1.9,2.8,3.8,7.80000000000001,2.7,4.40000000000001,3.7,6.50000000000001,7.59999999999999,6.1,7.39999999999999,4.5,-.19586954,-.014883893,.326889586,-.758191457740434,.613631458786749,-.269134383369235,.0169297669240219
Memory Task,subject009,-9,6.00000000000001,5.80000000000001,2.9,7.80000000000001,2,9,8,2.7,4.8,5.50000000000001,4.5,9,1.3,3,4.7,5.80000000000001,-.036691414,.115884583,.323863964,-.278464482857157,-.563962355892524,1.01426095227654,-.377262374356515
Memory Task,subject009,5,9.9,8.7,4.9,7.4,1,5.70000000000001,1,6.80000000000001,7.3,5,3.7,4.7,9,6.2,7.49999999999999,8.4,-.036691414,.115884583,.323863964,-.291731209730963,.51129328364248,.193963442259387,.778419513628284
Memory Task,subject009,-14,2.8,7.10000000000001,4.5,6.4,6.3,9.4,4.5,4.5,4.2,8.20000000000001,6.6,9.1,8.6,1.2,5.2,6.3,-.036691414,.115884583,.323863964,-.245560730148952,.997350998713761,-.0911646662053599,.213205558596166
Hard Math Task,subject009,9,5.7,4.4,3,1.4,1.8,4.8,6.4,3.5,3.3,7.3,8.29999999999999,7.69999999999999,5.8,6.9,5.10000000000001,4,-.275798122,.402380589,-.407389088,.394616087869618,.464248403385817,-.82558705685483,-.678684379131427
Hard Math Task,subject009,-5,2.4,6.4,7.6,5.30000000000001,8.5,5.30000000000001,2.9,9.4,4.1,1,5.20000000000001,6.30000000000001,4.7,4.20000000000001,1,6.7,-.275798122,.402380589,-.407389088,-.423921462101218,.13693288484527,-.520694353472563,.276491153766862
Hard Math Task,subject009,-10,5.3,3.7,5.10000000000001,6.4,7.2,5.9,3,3,6.40000000000001,3.8,6.40000000000001,1,3.9,8.40000000000001,2.1,2.3,-.275798122,.402380589,-.407389088,-.228103624114219,.338022228998243,-1.13915376695421,-.49233271120606
Easy Math Task,subject009,13,2.2,1.7,5.20000000000001,5.80000000000001,5,6,9,3,10,6.40000000000001,3.1,2.6,2,2.5,6.4,4.40000000000001,-.124954138,.332221971,-.020870498,-1.43497632098526,-.571862993343684,.515472318347733,.873513978702181
Easy Math Task,subject009,9,6.10000000000001,3.7,2,1.1,9,3.4,2.8,2.9,5.20000000000001,4.1,3,3.8,2.3,2.90000000000002,4.60000000000001,5.20000000000001,-.124954138,.332221971,-.020870498,-1.02686930057872,-.00663784382163785,-.690673637292863,-.231408522877364
Easy Math Task,subject009,-7,5.50000000000001,9.49999999999999,2.80000000000001,3.3,3.50000000000001,1.6,3.2,6.40000000000001,4.9,6.9,2.4,5.90000000000001,4.1,3.2,2.1,5.00000000000001,-.124954138,.332221971,-.020870498,-1.38680914198881,.057189411056526,-.101616138151691,.280924975784276
One-Back Task,subject009,-10,3.40000000000001,5.10000000000002,5.7,4.00000000000001,3.60000000000001,8.79999999999999,3.3,2.5,1,9.4,5.6,5.7,4.20000000000001,1.5,1.1,3.9,-.009918255,-.030028992,-.537272264,-.507097016435574,.318318600742928,-.99798354293689,-.211496491895751
One-Back Task,subject009,-15,2.7,4.1,5,7,4.80000000000002,5.6,3,5.40000000000001,4,5.8,3.9,4.1,3.2,5.20000000000001,4.9,5.00000000000002,-.009918255,-.030028992,-.537272264,-.893704832019085,.125047381917441,-.335406189506906,-.124124252016538
One-Back Task,subject009,6,3.5,4.9,5.7,10,8.3,7.20000000000001,4.3,6.20000000000001,10,3.5,8.8,2.5,8,1,8.6,7,-.009918255,-.030028992,-.537272264,-.669831067350178,.00354601478325104,.625596836945054,1.34729647204017
Zero-Back Task,subject009,-14,5.50000000000001,1.3,3.2,9,4.3,2.1,2.3,4.5,5.8,9.7,9,9.7,2.4,2.2,8.4,6.7,.092938821,-.060981931,-.389395513,.322825589460748,-.269021261177773,.0398564426049497,.547436792395892
Zero-Back Task,subject009,6,1.3,8.4,3.5,4.7,6.30000000000001,8,1.1,5.70000000000002,4.1,4.2,2.3,8.6,1,8,6.6,7.2,.092938821,-.060981931,-.389395513,-.730421031072557,.769797385357248,.013931675667707,-1.31431680746116
Zero-Back Task,subject009,-10,5,2.3,4.70000000000001,7.4,5.6,7.7,5.1,6.5,3.2,4.2,5,9.8,5,8.8,1,3.8,.092938821,-.060981931,-.389395513,.641916670454122,.84328902548117,-.981311416063022,-.736367645878828
Friend Task,subject009,-12,7.00000000000001,3.6,1.9,2.1,3.4,1,4.2,3.6,1.3,5.4,1.9,5.30000000000001,3.3,5.30000000000001,2.2,1.9,.066229557,.061472443,.208842324,-.842783445718728,-.0657820797529603,-1.13141902311424,-.58719005084022
Friend Task,subject009,-13,7.10000000000001,2,5,8,6.8,4.3,5.00000000000001,8.2,5,6,6.79999999999999,10,1.4,10,6,2,.066229557,.061472443,.208842324,.692753297160191,.972894910974071,-.670135005855103,-.507903928146711
Friend Task,subject009,5,5.7,8,8.9,4.00000000000001,3.2,4.6,5,4,1.1,3.10000000000001,7.2,1.7,3.2,7.60000000000001,8,3.8,.066229557,.061472443,.208842324,-.190692094282545,-.0830722415544897,-.321017852332285,-.652255955914909
